"","childid","s2_id","w8cf8p_80","w2sch0","nsch","scorevar","score","wave","calYear","acaYear","w1c","w2","w3","w1"
"1",10000046,2006,1226.005825,32.830566,18,"x1mscalk5",49.0361,"1",0,0,1,1226.005825,32.830566,1226.005825
"2",10000075,2006,1226.005825,32.830566,18,"x1mscalk5",55.3255,"1",0,0,1,1226.005825,32.830566,1226.005825
"3",10000129,1756,828.900467,71.831099,15,"x1mscalk5",60.4633,"1",0,0,1,828.900467,71.831099,828.900467
"4",10000248,1906,3654.683577,181.283467,18,"x1mscalk5",35.0484,"1",0,0,1,3654.683577,181.283467,3654.683577
"5",10000279,1088,672.392138,37.162299,15,"x1mscalk5",38.0439,"1",0,0,1,672.392138,37.162299,672.392138
"6",10000281,1066,2888.37666,59.788467,18,"x1mscalk5",50.1368,"1",0,0,1,2888.37666,59.788467,2888.37666
"7",10000282,1555,988.882712,49.461368,18,"x1mscalk5",28.8695,"1",0,0,1,988.882712,49.461368,988.882712
"8",10000323,1088,712.867314,37.162299,15,"x1mscalk5",56.6519,"1",0,0,1,712.867314,37.162299,712.867314
"9",10000337,1843,970.427184999999,12.784643,16,"x1mscalk5",33.8353,"1",0,0,1,970.427184999999,12.784643,970.427184999999
"10",10000429,1033,2358.818343,40.136887,15,"x1mscalk5",58.7793,"1",0,0,1,2358.818343,40.136887,2358.818343
"11",10000487,1088,718.078922,37.162299,15,"x1mscalk5",46.0205,"1",0,0,1,718.078922,37.162299,718.078922
"12",10000554,1555,1761.690437,49.461368,18,"x1mscalk5",38.3491,"1",0,0,1,1761.690437,49.461368,1761.690437
"13",10000620,1543,865.399061,57.501349,17,"x1mscalk5",30.8492,"1",0,0,1,865.399061,57.501349,865.399061
"14",10000656,2006,996.315966,32.830566,18,"x1mscalk5",37.2953,"1",0,0,1,996.315966,32.830566,996.315966
"15",10000719,1302,874.032009999999,37.544854,20,"x1mscalk5",54.3699,"1",0,0,1,874.032009999999,37.544854,874.032009999999
"16",10000773,1843,327.106542,12.784643,16,"x1mscalk5",26.9355,"1",0,0,1,327.106542,12.784643,327.106542
"17",10000864,1088,1825.505831,37.162299,15,"x1mscalk5",47.9866,"1",0,0,1,1825.505831,37.162299,1825.505831
"18",10000883,1247,1274.30179,30.36913,18,"x1mscalk5",40.8242,"1",0,0,1,1274.30179,30.36913,1274.30179
"19",10000893,1377,1557.860744,181.283467,17,"x1mscalk5",43.2372,"1",0,0,1,1557.860744,181.283467,1557.860744
"20",10000920,2006,1226.005825,32.830566,18,"x1mscalk5",83.3937,"1",0,0,1,1226.005825,32.830566,1226.005825
"21",10000936,1033,1323.848258,40.136887,15,"x1mscalk5",32.1059,"1",0,0,1,1323.848258,40.136887,1323.848258
"22",10000992,1017,3228.760025,36.765227,17,"x1mscalk5",37.2221,"1",0,0,1,3228.760025,36.765227,3228.760025
"23",10001048,1521,630.645472,53.744947,15,"x1mscalk5",35.1358,"1",0,0,1,630.645472,53.744947,630.645472
"24",10001083,1906,2202.168468,181.283467,18,"x1mscalk5",25.9148,"1",0,0,1,2202.168468,181.283467,2202.168468
"25",10001099,1746,299.794472,92.9635709999999,17,"x1mscalk5",71.5553,"1",0,0,1,299.794472,92.9635709999999,299.794472
"26",10001101,1937,1071.031962,68.608006,16,"x1mscalk5",40.4459,"1",0,0,1,1071.031962,68.608006,1071.031962
"27",10001156,1937,860.694707,68.608006,16,"x1mscalk5",18.8617,"1",0,0,1,860.694707,68.608006,860.694707
"28",10001244,1218,1993.900846,24.807104,17,"x1mscalk5",35.5873,"1",0,0,1,1993.900846,24.807104,1993.900846
"29",10001253,2302,2261.297566,46.502141,20,"x1mscalk5",41.2238,"1",0,0,1,2261.297566,46.502141,2261.297566
"30",10001325,1937,634.851225,68.608006,16,"x1mscalk5",32.9876,"1",0,0,1,634.851225,68.608006,634.851225
"31",10001367,1247,1029.093527,30.36913,18,"x1mscalk5",45.8667,"1",0,0,1,1029.093527,30.36913,1029.093527
"32",10001377,1302,874.032009999999,37.544854,20,"x1mscalk5",39.3897,"1",0,0,1,874.032009999999,37.544854,874.032009999999
"33",10001477,1302,1173.263352,37.544854,20,"x1mscalk5",43.2174,"1",0,0,1,1173.263352,37.544854,1173.263352
"34",10001483,1218,2522.090935,24.807104,17,"x1mscalk5",28.2333,"1",0,0,1,2522.090935,24.807104,2522.090935
"35",10001512,1066,1626.092296,59.788467,18,"x1mscalk5",21.5786,"1",0,0,1,1626.092296,59.788467,1626.092296
"36",10001617,1247,838.036215,30.36913,18,"x1mscalk5",48.544,"1",0,0,1,838.036215,30.36913,838.036215
"37",10001700,1033,1323.848258,40.136887,15,"x1mscalk5",56.8911,"1",0,0,1,1323.848258,40.136887,1323.848258
"38",10001701,1512,312.247745,75.291633,15,"x1mscalk5",41.1775,"1",0,0,1,312.247745,75.291633,312.247745
"39",10001729,1512,326.983321,75.291633,15,"x1mscalk5",48.9766,"1",0,0,1,326.983321,75.291633,326.983321
"40",10001751,1906,3449.253945,181.283467,18,"x1mscalk5",26.8824,"1",0,0,1,3449.253945,181.283467,3449.253945
"41",10001764,1756,1197.579747,71.831099,15,"x1mscalk5",40.6666,"1",0,0,1,1197.579747,71.831099,1197.579747
"42",10001844,2302,1091.742064,46.502141,20,"x1mscalk5",25.0534,"1",0,0,1,1091.742064,46.502141,1091.742064
"43",10001854,1377,1557.860744,181.283467,17,"x1mscalk5",30.1825,"1",0,0,1,1557.860744,181.283467,1557.860744
"44",10001868,1066,1722.938614,59.788467,18,"x1mscalk5",15.2805,"1",0,0,1,1722.938614,59.788467,1722.938614
"45",10001897,1377,3040.065793,181.283467,17,"x1mscalk5",31.8448,"1",0,0,1,3040.065793,181.283467,3040.065793
"46",10001902,1017,1724.766085,36.765227,17,"x1mscalk5",44.3933,"1",0,0,1,1724.766085,36.765227,1724.766085
"47",10001963,2302,985.587969,46.502141,20,"x1mscalk5",18.5811,"1",0,0,1,985.587969,46.502141,985.587969
"48",10002089,1843,309.505968,12.784643,16,"x1mscalk5",27.9228,"1",0,0,1,309.505968,12.784643,309.505968
"49",10002116,1088,1878.459338,37.162299,15,"x1mscalk5",52.8074,"1",0,0,1,1878.459338,37.162299,1878.459338
"50",10002197,2302,1025.074562,46.502141,20,"x1mscalk5",31.0738,"1",0,0,1,1025.074562,46.502141,1025.074562
"51",10002279,1017,1399.668026,36.765227,17,"x1mscalk5",39.4354,"1",0,0,1,1399.668026,36.765227,1399.668026
"52",10002295,1302,490.255734,37.544854,20,"x1mscalk5",30.7756,"1",0,0,1,490.255734,37.544854,490.255734
"53",10002378,2302,1025.074562,46.502141,20,"x1mscalk5",29.762,"1",0,0,1,1025.074562,46.502141,1025.074562
"54",10002449,2302,1025.074562,46.502141,20,"x1mscalk5",21.6103,"1",0,0,1,1025.074562,46.502141,1025.074562
"55",10002488,2302,1311.308754,46.502141,20,"x1mscalk5",34.5204,"1",0,0,1,1311.308754,46.502141,1311.308754
"56",10002534,1302,307.88371,37.544854,20,"x1mscalk5",73.3721,"1",0,0,1,307.88371,37.544854,307.88371
"57",10002558,1543,674.240108,57.501349,17,"x1mscalk5",49.2539,"1",0,0,1,674.240108,57.501349,674.240108
"58",10002569,1543,2090.696287,57.501349,17,"x1mscalk5",48.0345,"1",0,0,1,2090.696287,57.501349,2090.696287
"59",10002659,2326,1414.591345,52.083427,15,"x1mscalk5",37.0384,"1",0,0,1,1414.591345,52.083427,1414.591345
"60",10002827,1017,2347.964709,36.765227,17,"x1mscalk5",38.273,"1",0,0,1,2347.964709,36.765227,2347.964709
"61",10002894,1512,864.651668,75.291633,15,"x1mscalk5",58.0222,"1",0,0,1,864.651668,75.291633,864.651668
"62",10002915,1906,2548.789438,181.283467,18,"x1mscalk5",21.4261,"1",0,0,1,2548.789438,181.283467,2548.789438
"63",10002939,1218,1223.728947,24.807104,17,"x1mscalk5",34.7582,"1",0,0,1,1223.728947,24.807104,1223.728947
"64",10002945,2302,916.985905,46.502141,20,"x1mscalk5",48.6537,"1",0,0,1,916.985905,46.502141,916.985905
"65",10002958,1247,2187.235506,30.36913,18,"x1mscalk5",27.6817,"1",0,0,1,2187.235506,30.36913,2187.235506
"66",10002977,1066,1722.938614,59.788467,18,"x1mscalk5",25.5885,"1",0,0,1,1722.938614,59.788467,1722.938614
"67",10003017,1033,1178.163155,40.136887,15,"x1mscalk5",31.7508,"1",0,0,1,1178.163155,40.136887,1178.163155
"68",10003260,2327,722.165074,63.196283,16,"x1mscalk5",42.5396,"1",0,0,1,722.165074,63.196283,722.165074
"69",10003403,1906,3654.683577,181.283467,18,"x1mscalk5",30.3623,"1",0,0,1,3654.683577,181.283467,3654.683577
"70",10003564,1521,1006.293022,53.744947,15,"x1mscalk5",26.9026,"1",0,0,1,1006.293022,53.744947,1006.293022
"71",10003566,1066,1447.146241,59.788467,18,"x1mscalk5",21.5765,"1",0,0,1,1447.146241,59.788467,1447.146241
"72",10003688,2326,1188.156404,52.083427,15,"x1mscalk5",32.7338,"1",0,0,1,1188.156404,52.083427,1188.156404
"73",10003772,1302,1834.577938,37.544854,20,"x1mscalk5",51.1909,"1",0,0,1,1834.577938,37.544854,1834.577938
"74",10003775,2006,1226.005825,32.830566,18,"x1mscalk5",49.1737,"1",0,0,1,1226.005825,32.830566,1226.005825
"75",10003827,1017,4069.342411,36.765227,17,"x1mscalk5",36.0224,"1",0,0,1,4069.342411,36.765227,4069.342411
"76",10003920,2006,779.076193,32.830566,18,"x1mscalk5",57.2785,"1",0,0,1,779.076193,32.830566,779.076193
"77",10003923,2327,859.792919,63.196283,16,"x1mscalk5",47.2188,"1",0,0,1,859.792919,63.196283,859.792919
"78",10003999,1906,1497.850853,181.283467,18,"x1mscalk5",33.8883,"1",0,0,1,1497.850853,181.283467,1497.850853
"79",10004007,1302,307.88371,37.544854,20,"x1mscalk5",45.37,"1",0,0,1,307.88371,37.544854,307.88371
"80",10004120,1843,327.106542,12.784643,16,"x1mscalk5",27.9189,"1",0,0,1,327.106542,12.784643,327.106542
"81",10004164,1543,2070.530024,57.501349,17,"x1mscalk5",75.2441,"1",0,0,1,2070.530024,57.501349,2070.530024
"82",10004282,1906,1702.941251,181.283467,18,"x1mscalk5",29.5554,"1",0,0,1,1702.941251,181.283467,1702.941251
"83",10004285,1066,2688.200803,59.788467,18,"x1mscalk5",25.6613,"1",0,0,1,2688.200803,59.788467,2688.200803
"84",10004316,2302,1151.829581,46.502141,20,"x1mscalk5",25.688,"1",0,0,1,1151.829581,46.502141,1151.829581
"85",10004482,2327,1691.85491,63.196283,16,"x1mscalk5",37.2843,"1",0,0,1,1691.85491,63.196283,1691.85491
"86",10004540,1512,602.310904,75.291633,15,"x1mscalk5",32.0773,"1",0,0,1,602.310904,75.291633,602.310904
"87",10004544,1218,3448.341875,24.807104,17,"x1mscalk5",30.4291,"1",0,0,1,3448.341875,24.807104,3448.341875
"88",10004684,1066,2584.649418,59.788467,18,"x1mscalk5",29.6953,"1",0,0,1,2584.649418,59.788467,2584.649418
"89",10004734,1033,2358.818343,40.136887,15,"x1mscalk5",45.5053,"1",0,0,1,2358.818343,40.136887,2358.818343
"90",10004746,2327,663.055877,63.196283,16,"x1mscalk5",43.2834,"1",0,0,1,663.055877,63.196283,663.055877
"91",10004758,2327,789.418885999999,63.196283,16,"x1mscalk5",35.972,"1",0,0,1,789.418885999999,63.196283,789.418885999999
"92",10004808,1017,1628.525775,36.765227,17,"x1mscalk5",43.8252,"1",0,0,1,1628.525775,36.765227,1628.525775
"93",10004831,2302,985.587969,46.502141,20,"x1mscalk5",28.4616,"1",0,0,1,985.587969,46.502141,985.587969
"94",10004861,1843,309.505968,12.784643,16,"x1mscalk5",16.611,"1",0,0,1,309.505968,12.784643,309.505968
"95",10004909,2302,1311.308754,46.502141,20,"x1mscalk5",27.9818,"1",0,0,1,1311.308754,46.502141,1311.308754
"96",10005021,1302,577.846491,37.544854,20,"x1mscalk5",23.9273,"1",0,0,1,577.846491,37.544854,577.846491
"97",10005022,1843,268.867967,12.784643,16,"x1mscalk5",53.8462,"1",0,0,1,268.867967,12.784643,268.867967
"98",10005042,1543,982.054089,57.501349,17,"x1mscalk5",35.1089,"1",0,0,1,982.054089,57.501349,982.054089
"99",10005113,1017,4030.09069,36.765227,17,"x1mscalk5",40.2839,"1",0,0,1,4030.09069,36.765227,4030.09069
"100",10005167,2327,789.418885999999,63.196283,16,"x1mscalk5",52.3927,"1",0,0,1,789.418885999999,63.196283,789.418885999999
"101",10005187,1302,692.406722,37.544854,20,"x1mscalk5",79.1947,"1",0,0,1,692.406722,37.544854,692.406722
"102",10005260,1543,1862.03364,57.501349,17,"x1mscalk5",54.6528,"1",0,0,1,1862.03364,57.501349,1862.03364
"103",10005365,1066,1722.938614,59.788467,18,"x1mscalk5",32.7261,"1",0,0,1,1722.938614,59.788467,1722.938614
"104",10005387,2327,838.317395,63.196283,16,"x1mscalk5",32.0863,"1",0,0,1,838.317395,63.196283,838.317395
"105",10005440,1937,828.953239,68.608006,16,"x1mscalk5",43.1031,"1",0,0,1,828.953239,68.608006,828.953239
"106",10005499,1218,1150.200682,24.807104,17,"x1mscalk5",40.8784,"1",0,0,1,1150.200682,24.807104,1150.200682
"107",10005530,2326,1414.591345,52.083427,15,"x1mscalk5",38.0797,"1",0,0,1,1414.591345,52.083427,1414.591345
"108",10005539,1066,1454.629517,59.788467,18,"x1mscalk5",16.6625,"1",0,0,1,1454.629517,59.788467,1454.629517
"109",10005558,1247,2274.864902,30.36913,18,"x1mscalk5",41.3439,"1",0,0,1,2274.864902,30.36913,2274.864902
"110",10005581,2327,1544.103279,63.196283,16,"x1mscalk5",48.7613,"1",0,0,1,1544.103279,63.196283,1544.103279
"111",10005608,1512,404.89559,75.291633,15,"x1mscalk5",52.4512,"1",0,0,1,404.89559,75.291633,404.89559
"112",10005728,1906,1557.860744,181.283467,18,"x1mscalk5",35.0082,"1",0,0,1,1557.860744,181.283467,1557.860744
"113",10005879,1937,554.73582,68.608006,16,"x1mscalk5",19.8566,"1",0,0,1,554.73582,68.608006,554.73582
"114",10005978,1066,1541.263906,59.788467,18,"x1mscalk5",48.3154,"1",0,0,1,1541.263906,59.788467,1541.263906
"115",10006006,1521,556.72262,53.744947,15,"x1mscalk5",35.4337,"1",0,0,1,556.72262,53.744947,556.72262
"116",10006027,1088,746.848033,37.162299,15,"x1mscalk5",60.3148,"1",0,0,1,746.848033,37.162299,746.848033
"117",10006029,1247,2556.162043,30.36913,18,"x1mscalk5",39.7088,"1",0,0,1,2556.162043,30.36913,2556.162043
"118",10006057,1906,3415.983421,181.283467,18,"x1mscalk5",38.0684,"1",0,0,1,3415.983421,181.283467,3415.983421
"119",10006058,1937,862.164419,68.608006,16,"x1mscalk5",36.9896,"1",0,0,1,862.164419,68.608006,862.164419
"120",10006065,2006,1235.910751,32.830566,18,"x1mscalk5",54.1754,"1",0,0,1,1235.910751,32.830566,1235.910751
"121",10006223,1906,1854.752723,181.283467,18,"x1mscalk5",36.9968,"1",0,0,1,1854.752723,181.283467,1854.752723
"122",10006271,1066,1554.907439,59.788467,18,"x1mscalk5",48.5783,"1",0,0,1,1554.907439,59.788467,1554.907439
"123",10006304,1377,1557.860744,181.283467,17,"x1mscalk5",57.0121,"1",0,0,1,1557.860744,181.283467,1557.860744
"124",10006356,1843,327.106542,12.784643,16,"x1mscalk5",33.1295,"1",0,0,1,327.106542,12.784643,327.106542
"125",10006610,1302,689.225766,37.544854,20,"x1mscalk5",40.8471,"1",0,0,1,689.225766,37.544854,689.225766
"126",10006656,2006,2974.765856,32.830566,18,"x1mscalk5",35.6404,"1",0,0,1,2974.765856,32.830566,2974.765856
"127",10006802,1377,1557.860744,181.283467,17,"x1mscalk5",35.1106,"1",0,0,1,1557.860744,181.283467,1557.860744
"128",10006927,1247,2187.235506,30.36913,18,"x1mscalk5",56.9298,"1",0,0,1,2187.235506,30.36913,2187.235506
"129",10006937,2327,637.514498,63.196283,16,"x1mscalk5",35.8351,"1",0,0,1,637.514498,63.196283,637.514498
"130",10006998,1521,746.140584,53.744947,15,"x1mscalk5",39.2651,"1",0,0,1,746.140584,53.744947,746.140584
"131",10007014,1247,1631.975941,30.36913,18,"x1mscalk5",35.6542,"1",0,0,1,1631.975941,30.36913,1631.975941
"132",10007110,1512,598.570077,75.291633,15,"x1mscalk5",31.5919,"1",0,0,1,598.570077,75.291633,598.570077
"133",10007178,1088,1820.771215,37.162299,15,"x1mscalk5",40.991,"1",0,0,1,1820.771215,37.162299,1820.771215
"134",10007201,2006,1117.046257,32.830566,18,"x1mscalk5",37.6306,"1",0,0,1,1117.046257,32.830566,1117.046257
"135",10007360,1033,2453.322033,40.136887,15,"x1mscalk5",48.5988,"1",0,0,1,2453.322033,40.136887,2453.322033
"136",10007425,1543,1159.840355,57.501349,17,"x1mscalk5",61.7118,"1",0,0,1,1159.840355,57.501349,1159.840355
"137",10007440,1521,1585.847287,53.744947,15,"x1mscalk5",31.9181,"1",0,0,1,1585.847287,53.744947,1585.847287
"138",10007497,1247,2581.058198,30.36913,18,"x1mscalk5",26.019,"1",0,0,1,2581.058198,30.36913,2581.058198
"139",10007514,1088,1990.336056,37.162299,15,"x1mscalk5",49.511,"1",0,0,1,1990.336056,37.162299,1990.336056
"140",10007533,1247,1165.738826,30.36913,18,"x1mscalk5",27.9988,"1",0,0,1,1165.738826,30.36913,1165.738826
"141",10007534,1377,2922.960321,181.283467,17,"x1mscalk5",32.9938,"1",0,0,1,2922.960321,181.283467,2922.960321
"142",10007551,1512,340.083579,75.291633,15,"x1mscalk5",34.9146,"1",0,0,1,340.083579,75.291633,340.083579
"143",10007585,1066,1391.40115,59.788467,18,"x1mscalk5",35.1425,"1",0,0,1,1391.40115,59.788467,1391.40115
"144",10007656,1843,1376.957391,12.784643,16,"x1mscalk5",43.8985,"1",0,0,1,1376.957391,12.784643,1376.957391
"145",10007676,1756,1197.579747,71.831099,15,"x1mscalk5",37.772,"1",0,0,1,1197.579747,71.831099,1197.579747
"146",10007700,1302,874.032009999999,37.544854,20,"x1mscalk5",25.3606,"1",0,0,1,874.032009999999,37.544854,874.032009999999
"147",10007760,2006,1589.777218,32.830566,18,"x1mscalk5",39.0939,"1",0,0,1,1589.777218,32.830566,1589.777218
"148",10007762,1756,729.404671,71.831099,15,"x1mscalk5",39.4572,"1",0,0,1,729.404671,71.831099,729.404671
"149",10007788,2326,1188.156404,52.083427,15,"x1mscalk5",31.7747,"1",0,0,1,1188.156404,52.083427,1188.156404
"150",10007836,1377,1854.752723,181.283467,17,"x1mscalk5",49.8374,"1",0,0,1,1854.752723,181.283467,1854.752723
"151",10007842,1555,988.882712,49.461368,18,"x1mscalk5",36.389,"1",0,0,1,988.882712,49.461368,988.882712
"152",10007872,1756,1031.177934,71.831099,15,"x1mscalk5",40.0944,"1",0,0,1,1031.177934,71.831099,1031.177934
"153",10007879,2327,667.222572,63.196283,16,"x1mscalk5",36.7233,"1",0,0,1,667.222572,63.196283,667.222572
"154",10007910,1543,2049.975678,57.501349,17,"x1mscalk5",18.2215,"1",0,0,1,2049.975678,57.501349,2049.975678
"155",10007916,1543,761.176419,57.501349,17,"x1mscalk5",37.1893,"1",0,0,1,761.176419,57.501349,761.176419
"156",10007956,1543,1159.840355,57.501349,17,"x1mscalk5",82.6764,"1",0,0,1,1159.840355,57.501349,1159.840355
"157",10007973,1247,1202.673332,30.36913,18,"x1mscalk5",52.0679,"1",0,0,1,1202.673332,30.36913,1202.673332
"158",10007992,1746,380.730385,92.9635709999999,17,"x1mscalk5",55.7135,"1",0,0,1,380.730385,92.9635709999999,380.730385
"159",10008080,2302,919.935861999999,46.502141,20,"x1mscalk5",43.4819,"1",0,0,1,919.935861999999,46.502141,919.935861999999
"160",10008106,1521,949.729327,53.744947,15,"x1mscalk5",27.6065,"1",0,0,1,949.729327,53.744947,949.729327
"161",10008151,1521,949.729327,53.744947,15,"x1mscalk5",34.4449,"1",0,0,1,949.729327,53.744947,949.729327
"162",10008167,1512,371.754894,75.291633,15,"x1mscalk5",37.2934,"1",0,0,1,371.754894,75.291633,371.754894
"163",10008177,1555,988.882712,49.461368,18,"x1mscalk5",34.3728,"1",0,0,1,988.882712,49.461368,988.882712
"164",10008179,1746,597.701709,92.9635709999999,17,"x1mscalk5",52.7487,"1",0,0,1,597.701709,92.9635709999999,597.701709
"165",10008248,1521,453.715868,53.744947,15,"x1mscalk5",44.4201,"1",0,0,1,453.715868,53.744947,453.715868
"166",10008377,1017,1628.525775,36.765227,17,"x1mscalk5",82.666,"1",0,0,1,1628.525775,36.765227,1628.525775
"167",10008402,1247,1907.245444,30.36913,18,"x1mscalk5",51.1329,"1",0,0,1,1907.245444,30.36913,1907.245444
"168",10008424,1937,1034.521748,68.608006,16,"x1mscalk5",30.8969,"1",0,0,1,1034.521748,68.608006,1034.521748
"169",10008427,1756,1197.579747,71.831099,15,"x1mscalk5",43.4576,"1",0,0,1,1197.579747,71.831099,1197.579747
"170",10008568,1906,1119.928145,181.283467,18,"x1mscalk5",32.3496,"1",0,0,1,1119.928145,181.283467,1119.928145
"171",10008571,1746,319.526993,92.9635709999999,17,"x1mscalk5",30.1007,"1",0,0,1,319.526993,92.9635709999999,319.526993
"172",10008578,2327,789.418885999999,63.196283,16,"x1mscalk5",41.0538,"1",0,0,1,789.418885999999,63.196283,789.418885999999
"173",10008624,1746,251.806095,92.9635709999999,17,"x1mscalk5",34.3206,"1",0,0,1,251.806095,92.9635709999999,251.806095
"174",10008690,1066,1208.710774,59.788467,18,"x1mscalk5",25.2754,"1",0,0,1,1208.710774,59.788467,1208.710774
"175",10008716,1512,1175.37128,75.291633,15,"x1mscalk5",28.162,"1",0,0,1,1175.37128,75.291633,1175.37128
"176",10008780,1088,738.908654,37.162299,15,"x1mscalk5",77.2884,"1",0,0,1,738.908654,37.162299,738.908654
"177",10008807,1512,638.087076,75.291633,15,"x1mscalk5",45.3429,"1",0,0,1,638.087076,75.291633,638.087076
"178",10008817,1906,1497.850853,181.283467,18,"x1mscalk5",26.789,"1",0,0,1,1497.850853,181.283467,1497.850853
"179",10008831,1937,1009.816429,68.608006,16,"x1mscalk5",27.0243,"1",0,0,1,1009.816429,68.608006,1009.816429
"180",10008898,1302,268.032242,37.544854,20,"x1mscalk5",58.6888,"1",0,0,1,268.032242,37.544854,268.032242
"181",10008947,1017,647.549815,36.765227,17,"x1mscalk5",31.4929,"1",0,0,1,647.549815,36.765227,647.549815
"182",10009033,1521,812.656501999999,53.744947,15,"x1mscalk5",32.3998,"1",0,0,1,812.656501999999,53.744947,812.656501999999
"183",10009098,1247,2556.162043,30.36913,18,"x1mscalk5",48.7842,"1",0,0,1,2556.162043,30.36913,2556.162043
"184",10009102,2006,2927.965841,32.830566,18,"x1mscalk5",61.1732,"1",0,0,1,2927.965841,32.830566,2927.965841
"185",10009116,2326,1335.077217,52.083427,15,"x1mscalk5",24.4203,"1",0,0,1,1335.077217,52.083427,1335.077217
"186",10009223,1555,1973.722948,49.461368,18,"x1mscalk5",33.7617,"1",0,0,1,1973.722948,49.461368,1973.722948
"187",10009328,1746,295.225564,92.9635709999999,17,"x1mscalk5",34.4613,"1",0,0,1,295.225564,92.9635709999999,295.225564
"188",10009343,1843,274.746296,12.784643,16,"x1mscalk5",33.7569,"1",0,0,1,274.746296,12.784643,274.746296
"189",10009435,1017,4990.364472,36.765227,17,"x1mscalk5",35.7195,"1",0,0,1,4990.364472,36.765227,4990.364472
"190",10009505,1033,6932.739124,40.136887,15,"x1mscalk5",38.994,"1",0,0,1,6932.739124,40.136887,6932.739124
"191",10009555,1746,258.655817,92.9635709999999,17,"x1mscalk5",43.9607,"1",0,0,1,258.655817,92.9635709999999,258.655817
"192",10009606,1218,1369.402147,24.807104,17,"x1mscalk5",64.0827,"1",0,0,1,1369.402147,24.807104,1369.402147
"193",10009702,1555,950.790254,49.461368,18,"x1mscalk5",15.5263,"1",0,0,1,950.790254,49.461368,950.790254
"194",10009727,1937,1967.628122,68.608006,16,"x1mscalk5",46.3376,"1",0,0,1,1967.628122,68.608006,1967.628122
"195",10009771,1377,3040.065793,181.283467,17,"x1mscalk5",52.4044,"1",0,0,1,3040.065793,181.283467,3040.065793
"196",10009802,1033,2358.818343,40.136887,15,"x1mscalk5",47.5694,"1",0,0,1,2358.818343,40.136887,2358.818343
"197",10009808,1512,300.219742,75.291633,15,"x1mscalk5",28.3088,"1",0,0,1,300.219742,75.291633,300.219742
"198",10009842,1377,2951.428967,181.283467,17,"x1mscalk5",31.6557,"1",0,0,1,2951.428967,181.283467,2951.428967
"199",10009870,2327,859.792919,63.196283,16,"x1mscalk5",45.228,"1",0,0,1,859.792919,63.196283,859.792919
"200",10009911,1906,3069.675007,181.283467,18,"x1mscalk5",20.9237,"1",0,0,1,3069.675007,181.283467,3069.675007
"201",10009952,2327,494.730099,63.196283,16,"x1mscalk5",41.7578,"1",0,0,1,494.730099,63.196283,494.730099
"202",10009953,1302,483.470514,37.544854,20,"x1mscalk5",64.3462,"1",0,0,1,483.470514,37.544854,483.470514
"203",10009977,1521,669.395006,53.744947,15,"x1mscalk5",36.4597,"1",0,0,1,669.395006,53.744947,669.395006
"204",10009998,1017,4030.09069,36.765227,17,"x1mscalk5",29.8373,"1",0,0,1,4030.09069,36.765227,4030.09069
"205",10010045,1302,874.032009999999,37.544854,20,"x1mscalk5",33.294,"1",0,0,1,874.032009999999,37.544854,874.032009999999
"206",10010094,1218,2158.081823,24.807104,17,"x1mscalk5",27.6947,"1",0,0,1,2158.081823,24.807104,2158.081823
"207",10010145,2302,1022.471111,46.502141,20,"x1mscalk5",17.5009,"1",0,0,1,1022.471111,46.502141,1022.471111
"208",10010149,1521,812.656501999999,53.744947,15,"x1mscalk5",35.6439,"1",0,0,1,812.656501999999,53.744947,812.656501999999
"209",10010315,1377,1854.752723,181.283467,17,"x1mscalk5",41.5153,"1",0,0,1,1854.752723,181.283467,1854.752723
"210",10010385,1377,3654.683577,181.283467,17,"x1mscalk5",35.4252,"1",0,0,1,3654.683577,181.283467,3654.683577
"211",10010462,1033,2358.818343,40.136887,15,"x1mscalk5",30.6176,"1",0,0,1,2358.818343,40.136887,2358.818343
"212",10010482,1555,1766.176115,49.461368,18,"x1mscalk5",26.0903,"1",0,0,1,1766.176115,49.461368,1766.176115
"213",10010626,2006,2631.13208,32.830566,18,"x1mscalk5",37.7664,"1",0,0,1,2631.13208,32.830566,2631.13208
"214",10010644,2302,1967.146931,46.502141,20,"x1mscalk5",34.417,"1",0,0,1,1967.146931,46.502141,1967.146931
"215",10010654,1746,269.018603,92.9635709999999,17,"x1mscalk5",41.0831,"1",0,0,1,269.018603,92.9635709999999,269.018603
"216",10010850,1088,1878.459338,37.162299,15,"x1mscalk5",38.8381,"1",0,0,1,1878.459338,37.162299,1878.459338
"217",10010915,1756,1031.174606,71.831099,15,"x1mscalk5",40.8055,"1",0,0,1,1031.174606,71.831099,1031.174606
"218",10010939,1066,1517.774836,59.788467,18,"x1mscalk5",31.3736,"1",0,0,1,1517.774836,59.788467,1517.774836
"219",10010967,1937,918.381227,68.608006,16,"x1mscalk5",36.4314,"1",0,0,1,918.381227,68.608006,918.381227
"220",10010982,1066,1495.011311,59.788467,18,"x1mscalk5",32.5939,"1",0,0,1,1495.011311,59.788467,1495.011311
"221",10011202,1756,1847.634589,71.831099,15,"x1mscalk5",30.9258,"1",0,0,1,1847.634589,71.831099,1847.634589
"222",10011249,1302,342.053525,37.544854,20,"x1mscalk5",39.0058,"1",0,0,1,342.053525,37.544854,342.053525
"223",10011287,1906,2290.396138,181.283467,18,"x1mscalk5",27.8431,"1",0,0,1,2290.396138,181.283467,2290.396138
